,0
ProbFL,9.461538461538462
Lat,41.74923076923077
Lon,-124.15692307692305
High_T,51.76923076923077
Low_T,42.76923076923077
Wind_dir,98.78621589861211
Wind_speed,3.6153846153846154
Nil_p,7.846153846153846
Lght_p,2.1538461538461537
Mod_p,0.0
High_p,0.0
Amount_p,0.6923076923076923
u_wind,-1.1166026282362806
v_wind,0.1725841620674885
